#LOG_FORMAT=1
#LOGID=2
#LOGIV=
#"","20190129094257","CubeSerialized: }StatsByCube: by *"
#"","20190129094257","CubeSerialized: }StatsByClient: by *"
#"","20190129094257","CubeSerialized: }StatsForServer: by *"
#"","20190129094257","CubeSerialized: }StatsByCubeByClient: by *"
#"","20190129094257","CubeSerialized: }StatsByProcess: by *"
#"","20190129094257","CubeSerialized: }StatsByChore: by *"
"","20190129094257","20190129094257","*","S","","ADMIN","}ClientGroups","Admin","ADMIN",""
"","20190130021300","20190130021300","Admin","S","","Thu Nov 21 1996","}ElementAttributes_Time","21-11-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jul 28 1996","}ElementAttributes_Time","28-07-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Oct 28 1996","}ElementAttributes_Time","28-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Jul 22 1996","}ElementAttributes_Time","22-07-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Jul 29 1997","}ElementAttributes_Time","29-07-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Aug 12 1997","}ElementAttributes_Time","12-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Dec 31 1997","}ElementAttributes_Time","31-12-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Feb  2 1998","}ElementAttributes_Time","02-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Oct  4 1996","}ElementAttributes_Time","04-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jan 12 1997","}ElementAttributes_Time","12-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Feb 23 1997","}ElementAttributes_Time","23-02-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Apr  6 1997","}ElementAttributes_Time","06-04-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Aug 14 1997","}ElementAttributes_Time","14-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Dec 1997","}ElementAttributes_Time","12-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Dec 1996","}ElementAttributes_Time","12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Mar 23 1997","}ElementAttributes_Time","23-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Apr  8 1997","}ElementAttributes_Time","08-04-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Jul 31 1997","}ElementAttributes_Time","31-07-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jan 17 1998","}ElementAttributes_Time","17-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Apr 12 1998","}ElementAttributes_Time","12-04-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Dec 13 1996","}ElementAttributes_Time","13-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Mar  6 1997","}ElementAttributes_Time","06-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Mar 13 1997","}ElementAttributes_Time","13-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Oct 18 1997","}ElementAttributes_Time","18-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Jan  6 1998","}ElementAttributes_Time","06-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Jan 15 1998","}ElementAttributes_Time","15-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Mar 18 1998","}ElementAttributes_Time","18-03-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Oct 19 1996","}ElementAttributes_Time","19-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Aug 23 1997","}ElementAttributes_Time","23-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Sep 20 1997","}ElementAttributes_Time","20-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Oct  8 1997","}ElementAttributes_Time","08-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Nov 30 1997","}ElementAttributes_Time","30-11-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Q2 1998","}ElementAttributes_Time","Q2-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Oct 1996","}ElementAttributes_Time","10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Nov 12 1997","}ElementAttributes_Time","12-11-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Mar 16 1998","}ElementAttributes_Time","16-03-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Mar 20 1998","}ElementAttributes_Time","20-03-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Apr 10 1998","}ElementAttributes_Time","10-04-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Mar 19 1997","}ElementAttributes_Time","19-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Nov  5 1996","}ElementAttributes_Time","05-11-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Jan  2 1997","}ElementAttributes_Time","02-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Jan 31 1997","}ElementAttributes_Time","31-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Feb 1997","}ElementAttributes_Time","02-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Aug 10 1997","}ElementAttributes_Time","10-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Oct 16 1997","}ElementAttributes_Time","16-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jan 18 1998","}ElementAttributes_Time","18-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Aug 19 1996","}ElementAttributes_Time","19-08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Sep 12 1997","}ElementAttributes_Time","12-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Sep 17 1997","}ElementAttributes_Time","17-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Dec 26 1997","}ElementAttributes_Time","26-12-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Feb 28 1998","}ElementAttributes_Time","28-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Mar  7 1997","}ElementAttributes_Time","07-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Oct 30 1996","}ElementAttributes_Time","30-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Jan 27 1997","}ElementAttributes_Time","27-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mar 1997","}ElementAttributes_Time","03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Jun 30 1997","}ElementAttributes_Time","30-06-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Sep 18 1997","}ElementAttributes_Time","18-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Aug 1996","}ElementAttributes_Time","08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Jul 17 1996","}ElementAttributes_Time","17-07-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Oct  6 1996","}ElementAttributes_Time","06-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Oct  9 1996","}ElementAttributes_Time","09-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Apr 21 1997","}ElementAttributes_Time","21-04-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Sep 10 1997","}ElementAttributes_Time","10-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Feb 1998","}ElementAttributes_Time","02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Jul  8 1996","}ElementAttributes_Time","08-07-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Aug 19 1997","}ElementAttributes_Time","19-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue May  5 1998","}ElementAttributes_Time","05-05-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Mar 28 1997","}ElementAttributes_Time","28-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Jan 14 1997","}ElementAttributes_Time","14-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Mar  2 1997","}ElementAttributes_Time","02-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Apr 25 1998","}ElementAttributes_Time","25-04-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Oct 16 1996","}ElementAttributes_Time","16-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Dec 26 1996","}ElementAttributes_Time","26-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jan 11 1997","}ElementAttributes_Time","11-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Feb  5 1997","}ElementAttributes_Time","05-02-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Jul 17 1997","}ElementAttributes_Time","17-07-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Sep 30 1997","}ElementAttributes_Time","30-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Sep  1 1996","}ElementAttributes_Time","01-09-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Aug 11 1996","}ElementAttributes_Time","11-08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Dec  1 1996","}ElementAttributes_Time","01-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Aug 22 1997","}ElementAttributes_Time","22-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Nov 13 1997","}ElementAttributes_Time","13-11-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Nov 18 1997","}ElementAttributes_Time","18-11-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Nov 24 1997","}ElementAttributes_Time","24-11-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Apr 15 1998","}ElementAttributes_Time","15-04-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Jul 29 1996","}ElementAttributes_Time","29-07-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Aug 22 1996","}ElementAttributes_Time","22-08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Aug 28 1996","}ElementAttributes_Time","28-08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Feb  4 1997","}ElementAttributes_Time","04-02-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Feb 22 1997","}ElementAttributes_Time","22-02-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Oct  1 1997","}ElementAttributes_Time","01-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jan 11 1998","}ElementAttributes_Time","11-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Feb 18 1998","}ElementAttributes_Time","18-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jul 14 1996","}ElementAttributes_Time","14-07-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jan 18 1997","}ElementAttributes_Time","18-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Feb  8 1997","}ElementAttributes_Time","08-02-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Mar  4 1997","}ElementAttributes_Time","04-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Sep 28 1997","}ElementAttributes_Time","28-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Jan 23 1998","}ElementAttributes_Time","23-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Feb  9 1998","}ElementAttributes_Time","09-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Aug  3 1996","}ElementAttributes_Time","03-08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Dec 16 1996","}ElementAttributes_Time","16-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Apr 20 1997","}ElementAttributes_Time","20-04-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Apr 24 1997","}ElementAttributes_Time","24-04-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri May 16 1997","}ElementAttributes_Time","16-05-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jul 19 1997","}ElementAttributes_Time","19-07-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Oct 12 1997","}ElementAttributes_Time","12-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Nov  3 1997","}ElementAttributes_Time","03-11-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Nov  7 1996","}ElementAttributes_Time","07-11-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri May  1 1998","}ElementAttributes_Time","01-05-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Jan 12 1998","}ElementAttributes_Time","12-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Apr  3 1997","}ElementAttributes_Time","03-04-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Jun 26 1997","}ElementAttributes_Time","26-06-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Oct  9 1997","}ElementAttributes_Time","09-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Oct 17 1997","}ElementAttributes_Time","17-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Dec 10 1997","}ElementAttributes_Time","10-12-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Jan 20 1997","}ElementAttributes_Time","20-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Oct  2 1996","}ElementAttributes_Time","02-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Oct  7 1996","}ElementAttributes_Time","07-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","May 1997","}ElementAttributes_Time","05-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun May 25 1997","}ElementAttributes_Time","25-05-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Aug 18 1997","}ElementAttributes_Time","18-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Sep 13 1997","}ElementAttributes_Time","13-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Jan 21 1998","}ElementAttributes_Time","21-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Aug 23 1996","}ElementAttributes_Time","23-08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Feb  7 1998","}ElementAttributes_Time","07-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat May  3 1997","}ElementAttributes_Time","03-05-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Oct  2 1997","}ElementAttributes_Time","02-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Apr  7 1998","}ElementAttributes_Time","07-04-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Mar 24 1997","}ElementAttributes_Time","24-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Mar  5 1997","}ElementAttributes_Time","05-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Aug 28 1997","}ElementAttributes_Time","28-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Dec 16 1997","}ElementAttributes_Time","16-12-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Aug  5 1996","}ElementAttributes_Time","05-08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Sep 13 1996","}ElementAttributes_Time","13-09-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Sep 15 1996","}ElementAttributes_Time","15-09-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jan 25 1997","}ElementAttributes_Time","25-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Mar 25 1997","}ElementAttributes_Time","25-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Aug 30 1997","}ElementAttributes_Time","30-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Oct 22 1997","}ElementAttributes_Time","22-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Aug  1 1996","}ElementAttributes_Time","01-08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jan  4 1997","}ElementAttributes_Time","04-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Mar 12 1997","}ElementAttributes_Time","12-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Jul  9 1997","}ElementAttributes_Time","09-07-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Feb 24 1998","}ElementAttributes_Time","24-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Oct 17 1996","}ElementAttributes_Time","17-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Dec 30 1996","}ElementAttributes_Time","30-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jun  8 1997","}ElementAttributes_Time","08-06-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Jun 11 1997","}ElementAttributes_Time","11-06-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Aug 31 1997","}ElementAttributes_Time","31-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Sep  7 1997","}ElementAttributes_Time","07-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Nov 17 1997","}ElementAttributes_Time","17-11-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Nov 19 1997","}ElementAttributes_Time","19-11-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Aug 24 1996","}ElementAttributes_Time","24-08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Mar 28 1998","}ElementAttributes_Time","28-03-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Dec 21 1997","}ElementAttributes_Time","21-12-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Mar  9 1997","}ElementAttributes_Time","09-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue May 27 1997","}ElementAttributes_Time","27-05-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jul 26 1997","}ElementAttributes_Time","26-07-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Jan  7 1998","}ElementAttributes_Time","07-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Feb  3 1998","}ElementAttributes_Time","03-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jul 27 1996","}ElementAttributes_Time","27-07-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Sep 23 1996","}ElementAttributes_Time","23-09-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Sep 30 1996","}ElementAttributes_Time","30-09-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Dec 11 1996","}ElementAttributes_Time","11-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jan 19 1997","}ElementAttributes_Time","19-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Mar 21 1997","}ElementAttributes_Time","21-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Apr  4 1997","}ElementAttributes_Time","04-04-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Mar 27 1998","}ElementAttributes_Time","27-03-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Sep 19 1996","}ElementAttributes_Time","19-09-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Apr 26 1998","}ElementAttributes_Time","26-04-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Dec 15 1996","}ElementAttributes_Time","15-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Mar 30 1997","}ElementAttributes_Time","30-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Jul  7 1997","}ElementAttributes_Time","07-07-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Feb 15 1998","}ElementAttributes_Time","15-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon May  4 1998","}ElementAttributes_Time","04-05-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Dec  5 1996","}ElementAttributes_Time","05-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Oct  5 1996","}ElementAttributes_Time","05-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Oct 25 1996","}ElementAttributes_Time","25-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Dec  9 1996","}ElementAttributes_Time","09-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jun 21 1997","}ElementAttributes_Time","21-06-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Aug  7 1997","}ElementAttributes_Time","07-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Sep  3 1996","}ElementAttributes_Time","03-09-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon May  5 1997","}ElementAttributes_Time","05-05-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu May 15 1997","}ElementAttributes_Time","15-05-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Jul 11 1997","}ElementAttributes_Time","11-07-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Sep 23 1997","}ElementAttributes_Time","23-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jan  4 1998","}ElementAttributes_Time","04-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jan 25 1998","}ElementAttributes_Time","25-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mar 1998","}ElementAttributes_Time","03-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Oct  1 1996","}ElementAttributes_Time","01-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Apr 30 1997","}ElementAttributes_Time","30-04-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Feb 22 1998","}ElementAttributes_Time","22-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Mar 14 1998","}ElementAttributes_Time","14-03-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Sep 24 1996","}ElementAttributes_Time","24-09-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Feb  1 1998","}ElementAttributes_Time","01-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Nov 20 1996","}ElementAttributes_Time","20-11-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Nov 22 1997","}ElementAttributes_Time","22-11-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Feb  6 1998","}ElementAttributes_Time","06-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Apr 17 1998","}ElementAttributes_Time","17-04-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Nov 17 1996","}ElementAttributes_Time","17-11-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Jun 23 1997","}ElementAttributes_Time","23-06-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Jan  2 1998","}ElementAttributes_Time","02-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Jul 19 1996","}ElementAttributes_Time","19-07-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Nov  1 1996","}ElementAttributes_Time","01-11-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Mar 26 1997","}ElementAttributes_Time","26-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Nov  2 1997","}ElementAttributes_Time","02-11-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Dec 15 1997","}ElementAttributes_Time","15-12-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Sep 18 1996","}ElementAttributes_Time","18-09-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun May 11 1997","}ElementAttributes_Time","11-05-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Jul  4 1997","}ElementAttributes_Time","04-07-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Apr 22 1998","}ElementAttributes_Time","22-04-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed May  6 1998","}ElementAttributes_Time","06-05-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Dec  8 1996","}ElementAttributes_Time","08-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Dec 19 1996","}ElementAttributes_Time","19-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Jun 18 1997","}ElementAttributes_Time","18-06-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Aug 13 1997","}ElementAttributes_Time","13-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Apr 30 1998","}ElementAttributes_Time","30-04-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Dec  7 1996","}ElementAttributes_Time","07-12-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Mar 29 1997","}ElementAttributes_Time","29-03-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu May 22 1997","}ElementAttributes_Time","22-05-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jun 22 1997","}ElementAttributes_Time","22-06-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Jul  6 1997","}ElementAttributes_Time","06-07-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Sep  5 1997","}ElementAttributes_Time","05-09-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Oct 25 1997","}ElementAttributes_Time","25-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jul 13 1996","}ElementAttributes_Time","13-07-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Oct 21 1996","}ElementAttributes_Time","21-10-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Jan 28 1997","}ElementAttributes_Time","28-01-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sun Oct 26 1997","}ElementAttributes_Time","26-10-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat Jan 24 1998","}ElementAttributes_Time","24-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Thu Aug 15 1996","}ElementAttributes_Time","15-08-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Sep 27 1996","}ElementAttributes_Time","27-09-1996","Caption",""
"","20190130021300","20190130021300","Admin","S","","Sat May 24 1997","}ElementAttributes_Time","24-05-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Mon Jun 16 1997","}ElementAttributes_Time","16-06-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Aug 27 1997","}ElementAttributes_Time","27-08-1997","Caption",""
"","20190130021300","20190130021300","Admin","S","","Tue Jan 13 1998","}ElementAttributes_Time","13-01-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Fri Feb 20 1998","}ElementAttributes_Time","20-02-1998","Caption",""
"","20190130021300","20190130021300","Admin","S","","Wed Sep 11 1996","}ElementAttributes_Time","11-09-1996","Caption",""
